39		57																
97|	Y		3.75 s|3	3.75E0|3E-2	?-	100.0	-0.12 1		6821|7	-5926|10	-7540|8	1246|7	5857|9	10486|11	8541.52|7	96918280|7	-76121|7	1970
39		58			?- n	0.055|4												
98|	Y		0.548 s|2	5.48E-1|2E-3	?-	100			8992|12	-6157|8	-5872|9	2577|8	4245|10	11002|9	8497.68|8	97922388|9	-72295|8	1970
39		59			?- n	0.331|24												
99|	Y		1.484 s|7	1.48E0|7E-3	?-	100	+3.18 2	+1.55 17	6971|12	-7183|21	-8128|8	2566|11	6426|10	11516|7	8476.75|7	98924154|7	-70650|7	1975
39		60			?- n	1.7|4												
100|	Y		735 ms|7	7.35E-1|7E-3	?-	100	+2.55 1	+1.71 19	9050|14#	-8398|12#	-7506|13#	2222|15#	4749|13#	12095|12#	8439.48|11#	99927721|12#	-67327|11#	1977
39		61			?- n	0.92|8												
101|	Y		0.45 s|2	4.5E-1|2E-2	?-	100			8105|11#	-8967|7#	-9736|11#	3245|11#	5805|13#	12529|10#	8413.39|7#	100930154|8#	-65061|7#	1983
39		62			?- n	1.94|18												
102|	Y		0.36 s|4	3.6E-1|4E-2	?-	100			10415|10#	-9229|17#	-9010|70#	3921|9#	4183|8#	13137|9#	8371.92|4#	101934328|4#	-61173|4#	1983
39		63			?- n	4.9|12												
103|	Y		0.23 s|2	2.3E-1|2E-2	?-	100			9358|15#	-9761|12#	-11040|200#	5059|14#	5356|12#	13590|70#	8342.64|11#	102937243|12#	-58458|11#	1994
39		64			?- n	8|3												
104|	Y		197 ms|4	1.97E-1|4E-3	?-	100			11660|400	-10240|400	-9960|500	5680|400	3680|400	13930|450	8298|4	103941960|430	-54060|400	1994
39		65			?- n	34|10												
					?- 2n	?												
105|	Y		95 ms|9	9.5E-2|9E-3	?-	100			10190|1340#	-10850|1350	-12660|1430#	6380|1340#	5280|1390	14450|1370	8269|13#	104944960|1430#	-51270|1340#	1994
39		66			?- n	< 82												
					?- 2n	?												
106|	Y		79 ms|+10-5	7.9E-2|8E-3	?-	100			12500|660	-10770|580	-11260|780	7340|500	2850|1430	14730|710	8218|5	105950560|540	-46050|500	1997
39		67			?- n	?												
					?- 2n	?												
107|	Y		33.5 ms|30	3.35E-2|3E-3	?-	100			12010|1230	-11180|640	-13460|860	8110|660	4380|710	14860|780	8182|5	106954520|540	-42360|500	1997
39		68			?- 2n	?												
					?- n	?												
108|	Y		30 ms|5	3E-2|5E-3	?-	100			14060|720			9010|1270	3000|780	15690|920	8134|6	107959960|640	-37300|600	2010
39		69			?- n	?												
					?- 2n	?												
109|	Y		25 ms|5	2.5E-2|5E-3	?-	100			12990|860			10080|810	3970|920		8096|6	108964360|750	-33200|700	2010
39		70			?- 2n	?												
					?- n	?												
78|	ZR		> 170 ns	1.7E-7|5E15	ec ?+	?				-2450|410#	11320|500		16880|560#	1700|450#	8194|5#	77956150|430#	-40850|400#	2001
40		38																
79|	Zr		56 ms|30	5.6E-2|3E-2	ec ?+	100			-15120|580#	-2580|370#	11050|310#		13990|500#	1890|420#	8267|4#	78949790|320#	-46770|300#	1999
40		39			ec p	?												
80|	Zr		4.6 s|6	4.6E0|6E-1	ec ?+	100			-15940|500#	-2540|300#	6790|300#	-30780|580#	15660|420#	3830|310#	8360|4#	79941640|320#	-54360|300#	1987
40		40			ec p	?												
81|	Zr		5.5 s|4	5.5E0|4E-1	ec ?+	100			-11100|410#	-2080|90	8250|90#	-27110|410#	11170|310#	3600|90	8394.4|12	80938310|100	-57460|90	1997
40		41			ec p	0.12|2												
82|	Zr		32 s|5	3.2E1|5E0	ec ?+	100			-11540|300#	-2882|13	4433|12#	-25340|400#	14240|90	5207|12	8465.68|14	81931689|12	-63631|11	1982
40		42																
83|	Zr		42 s|2	4.2E1|2E0	ec ?+	100			-8360|150	-2860|11	6294|20	-21890|300#	10352|13	5137|8	8488.40|8	82929241|7	-65912|6	1974
40		43			ec p	?												
84|	Zr		25.8 min|5	1.55E3|3E1	ec ?+	100			-10203|14	-3535|6	2473|7	-21940|150	13581|8	6505|19	8549.03|6	83923326|6	-71422|5	1977
40		44																
85|	Zr		7.86 min|4	4.72E2|2.4E0	ec ?+	100			-6896|8	-4072|7	4667|20	-20028|15	9825|8	6570|8	8564.04|8	84921443|7	-73175|6	1963
40		45																
86|	Zr		16.5 h|1	5.94E4|3.6E2	ec ?+	100			-8835|7	-4384|7	1314|15	-19761|5	12865|7	7416|19	8614.05|4	85916297|4	-77969|4	1951
40		46																
87|	Zr		1.68 h|1	6.05E3|3.6E1	ec ?+	100	-0.895 9	+0.423 48	-5473|8	-4974|8	3671|4	-18284|7	9449|5	7353|15	8623.65|5	86914817|4	-79347|4	1948
40		47																
88|	Zr		83.4 d|3	7.21E6|2.59E4	ec	100			-7460|60	-5404|6	670|6	-17826|9	12353|7	7899|6	8666.03|6	87910221|6	-83629|5	1951
40		48																
89|	Zr		78.41 h|12	2.82E5|4.32E2	ec ?+	100	-1.046 6	+0.275 97	-4250|24	-6197|4	2833|3	-16770|60	9318|6	7866|3	8673.36|3	88908882|3	-84876|3	1948
40		49																
90|	Zr		STABLE|						-6111|3	-6674.36|12	-2278.5|16	-16219|24	11968|3	8353.1|16	8709.969|1	89904698.76|13	-88772.53|12	1924
40		50	51.45 %|40															
91|	Zr		STABLE|				-1.30362 2	-0.176 3	-1257.6|29	-5440.42|10	-1544.3|18	-13305|3	7194.35|15	8690.5|16	8693.314|1	90905640.22|11	-87895.57|10	1934
40		51	11.22 %|5															
92|	Zr		STABLE|						-2005.7|18	-2962.33|10	-3643|9	-9892.3|29	8634.78|9	9396.7|18	8692.678|1	91905035.32|11	-88459.03|10	1924
40		52	17.15 %|8															
93|	Zr		1.61 x 106|y|5	5.08E13|1.58E12	?-	100			90.8|15	-3337.9|5	-2895|10	-8740.1|18	6734.3|4	9595|9	8671.620|5	92906470.6|5	-87122.0|5	1950
40		53																
94|	Zr		STABLE|						-900.3|15	-3746.1|21	-4918|6	-8127.8|15	8218.6|5	10331|10	8666.801|2	93906312.52|17	-87269.32|16	1924
40		54	17.38 %|28															
95|	Zr		64.032 d|6	5.53E6|5.18E2	?-	100	1.13 2	+0.22 2	1126.3|10	-4433|6	-4451|7	-7362.2|17	6461.9|9	10597|6	8643.592|9	94908040.3|9	-85659.9|9	1946
40		55																
96|	Zr		2.0 x 1019|y|4	6.31E26|1.26E26					163.97|10	-4996|3	-7103|6	-6723.9|5	7850.2|9	11519|7	8635.327|1	95908277.62|12	-85438.85|11	1934
40		56	2.80 %|9															
97|	Zr		16.749 h|8	6.03E4|2.88E1	?-	100	-0.937 5		2663|4	-5282|8	-6821|7	-5411.2|4	5575.1|4	11896|6	8603.779|4	96910957.4|4	-82942.7|4	1951
40		57																
98|	Zr		30.7 s|4	3.07E1|4E-1	?-	100			2238|10	-4866|9	-8992|12	-3752|9	6415|8	12454|11	8581.45|9	97912735|9	-81287|8	1967
40		58																
99|	Zr		2.1 s|1	2.1E0|1E-1	?-	100	-0.930 4		4715|16	-4926|12	-6971|12	-2167|12	4405|13	12615|13	8539.26|11	98916671|11	-77621|11	1970
40		59																
100|	Zr		7.1 s|4	7.1E0|4E-1	?-	100			3420|11#	-5878|12#	-9050|14#	-2113|15#	6828|13#	13017|10#	8522.15|8#	99918005|9#	-76377|8#	1970
40		60																
101|	Zr		2.3 s|1	2.3E0|1E-1	?-	100			5726|9#	-7009|9#	-8105|11#	-1440|12#	4860|12#	13128|14#	8485.89|8#	100921453|9#	-73166|8#	1972
40		61																
102|	Zr		2.9 s|2	2.9E0|2E-1	?-	100			4717|9#	-7590|9#	-10415|10#	-768|10#	6493|12#	13816|11#	8466.35|9#	101923147|9#	-71588|9#	1970
40		62																
103|	Zr		1.3 s|1	1.3E0|1E-1	?-	100			7213|10#	-7719|10#	-9358|15#	418|10#	4299|13#	13931|10#	8425.89|9#	102927197|10#	-67815|9#	1987
40		63																
104|	Zr		1.2 s|3	1.2E0|3E-1	?-	100			6095|10#	-8328|12#	-11660|400#	1233|10#	5980|13#	14555|15#	8402.38|9#	103929442|10#	-65724|9#	1990
40		64																
105|	Zr		670 ms|28	6.7E-1|2.8E-2	?-	100			8451|13#	-8565|15#	-10190|1340#	2283|12#	3812|15#	14690|400	8358.66|11#	104934015|13#	-61465|12#	1992
40		65			?- n	? 2												
106|	Zr		180 ms|9	1.8E-1|9E-3	?-	100			7650|430#	-8820|440#	-12500|660#	3290|430#	5160|430#	14570|1410#	8328|4#	105937140|460#	-58550|430#	1994
40		66			?- n	? 7												
107|	Zr		146 ms|4	1.46E-1|4E-3	?-	100			9340|1120#	-9380|1140	-12020|1230#	3750|1120#	3900|1200#	15620|1230	8287|10#	106941620|1200#	-54380|1120#	1994
40		67			?- n	? 23												
108|	Zr		77.4 ms|22	7.74E-2|2.2E-3	?-	100			8190|400	-9670|500	-14060|720	4300|400	5040|1190	16280|640	8257|4	107944870|430	-51350|400	1997
40		68			?- n	?												
109|	Zr		56 ms|3	5.6E-2|3E-3	?-	100			10500|570	-10010|710	-12990|860	5280|500	2910|640	16180|780	8208|5	108950410|540	-46190|500	1997
40		69			?- 2n	?												
					?- n	?												
110|	Zr		37.5 ms|20	3.75E-2|2E-3	?-	100			9420|1030	-10520|850		5730|650	4760|780	16970|920	8177|5	109953960|640	-42890|600	1997
40		70			?- 2n	?												
					?- n	?												
111|	ZR		24.0 ms|50	2.4E-2|5E-3	?-	100			11320|760	-11080|990		6680|1090	2740|920		8128|6	110959680|750	-37560|700	2010
40		71			?- 2n	?												
					?- n	?												
112|	ZR		30 ms|+30-10	3E-2|2E-2	?-	100			10460|760			6990|760	4320|990		8094|6	111963700|750	-33810|700	2010
40		72			?- 2n	?												
					?- n	?												
81|	Nb		< 200 ns	2E-7	ec ?+	?			-14610|640#	-2350|450#	11100|410#		16010|560#	-710|500#	8248|5#	80950230|430#	-46360|400#	
41		40																
82|	Nb		50 ms|5	5E-2|5E-3	ec ?+	100			-11720|500#	-2340|420#	11540|300#	-28410|580#	13800|500#	1920|310#	8315|4#	81944080|320#	-52090|300#	1992
41		41			ec p	?												
83|	Nb		3.9 s|2	3.9E0|2E-1	ec ?+	100			-11220|430#	-2160|170	8360|150#	-25260|430#	13540|340#	1210|150	8378.3|18	82938210|160	-57560|150	1988
41		42																
84|	Nb		9.8 s|9	9.8E0|9E-1	ec ?+	100			-7050|300#	-2495|14	10203|14#	-22950|400#	11730|150	2596|15	8418.25|15	83934279|14	-61219|13	1977
41		43			ec p	?												
85|	Nb		20.5 s|12	2.05E1|1.2E0	ec ?+	100			-8770|16	-2992|7	6896|8	-20180|300#	13132|14	2147|7	8473.71|5	84928846|4	-66280|4	1988
41		44																
86|	Nb		88 s|1	8.8E1|1E0	ec ?+	100			-5024|7	-3495|8	8835|7	-19696|17	10926|7	3248|8	8502.22|6	85925782|6	-69134|5	1974
41		45																
87|	Nb		3.7 min|1	2.22E2|6E0	ec ?+	100			-6990|7	-4094|20	5473|8	-17836|8	12812|9	3194|8	8551.76|8	86920692|7	-73874|7	1971
41		46																
88|	Nb		14.50 min|11	8.7E2|6.6E0	ec ?+	100			-3490|60	-4700|60	7460|60	-17360|60	10370|60	4120|60	8572.4|7	87918220|60	-76170|60	1964
41		47																
89|	Nb		2.03 h|7	7.31E3|2.52E2	ec ?+	100	6.216 5		-5610|24	-5210|30	4250|24	-16010|24	12520|60	4285|24	8616.81|27	88913445|25	-80625|24	1954
41		48																
90|	Nb		14.60 h|5	5.26E4|1.8E2	ec ?+	100	4.961 4		-2489|3	-5803|15	6111|3	-15718|5	10108|24	5075|5	8633.38|4	89911259|4	-82662|3	1951
41		49																
91|	Nb		6.8 x 102|y|13	2.15E10|4.1E9	ec ?+	100	+6.521 2	-0.25 3	-4429|7	-6045|3	1257.6|29	-14537|5	12048|4	5154.4|29	8670.90|3	90906990|3	-86638.0|29	1951
41		50																
92|	Nb		3.47 x 107|y|24	1.1E15|7.57E13	ec ?+	100	+5.136 4	-0.35 3	355.3|18	-4579.2|23	2005.7|18	-12316|6	7887|3	5846.7|18	8662.372|19	91907188.6|19	-86453.3|18	1938
41		51																
93|	Nb		STABLE|				+6.1705 3	-0.32 2	-405.8|15	-1929.4|22	-90.8|16	-8475.6|15	8830.9|20	6042.8|15	8664.184|16	92906373.2|16	-87212.8|15	1932
41		52	100 %															
94|	Nb		2.03 x 104|y|16	6.41E11|5.05E10	?-	100			2045.0|15	-2299.9|22	900.3|15	-7633.3|15	7227.54|8	6536.0|15	8648.901|16	93907279.0|16	-86369.1|15	1938
41		53																
95|	Nb		34.991 d|6	3.02E6|5.18E2	?-	100	6.141 5	< 0	925.6|5	-2859.9|19	-1126.3|10	-6443.5|5	8488.5|16	6805.9|5	8647.212|5	94906831.1|5	-86786.3|5	1951
41		54																
96|	Nb		23.35 h|5	8.41E4|1.8E2	?-	100	4.976 4		3192.06|11	-3211|9	-163.97|18	-5962.28|12	6887.9|5	7231.8|9	8628.886|2	95908101.59|16	-85602.82|15	1949
41		55																
97|	Nb		72.1 min|7	4.33E3|4.2E1	?-	100	6.153 5		1939|4	-3804|11	-2663|4	-4882|4	8074|4	7456|4	8623.17|4	96908098|5	-85606|4	1951
41		56																
98|	Nb		2.86 s|6	2.86E0|6E-2	?-	100			4591|5	-3598|8	-2238|10	-4051|5	5990|7	7871|5	8596.30|5	97910333|5	-83525|5	1960
41		57																
99|	Nb		15.0 s|2	1.5E1|2E-1	?-	100	+5.97 3		3635|12	-3551|14	-4715|16	-2291|12	6882|13	8338|15	8578.98|12	98911609|13	-82335|12	1950
41		58																
100|	Nb		1.5 s|2	1.5E0|2E-1	?-	100			6396|8#	-3886|10#	-3420|11#	-1899|8#	5533|14#	9466|13#	8548.53|8#	99914334|9#	-79797|8#	1967
41		59																
101|	Nb		7.1 s|3	7.1E0|3E-1	?-	100			4628|4#	-5195|8#	-5726|9#	-770|4#	7165|9#	9803|9#	8534.83|4#	100915306|4#	-78891|4#	1970
41		60																
102|	Nb		4.3 s|4	4.3E0|4E-1	?-	100			7262|9#	-6435|8#	-4717|9#	-855.9|26#	5484|5#	10428|9#	8504.928|25#	101918083.7|27#	-76304.5|25#	1972
41		61																
103|	Nb		1.5 s|2	1.5E0|2E-1	?-	100			5932|10#	-6804|8#	-7213|10#	466|9#	6795|5#	10730|10#	8488.33|4#	102919453|4#	-75029|4#	1971
41		62																
104|	Nb		4.9 s|3	4.9E0|3E-1	?-	100			8531|9#	-6917|11#	-6095|10#	1070|10#	4862|5#	11293|10#	8453.459|26#	103922899.1|29#	-71819.0|27#	1971
41		63			?- n	0.06|3												
105|	Nb		2.95 s|6	2.95E0|6E-2	?-	100			7422|10#	-7279|8#	-8451|13#	2363|10#	6168|5#	11480|10#	8431.69|4#	104924943|4#	-69916|4#	1984
41		64			?- n	1.7|9												
106|	Nb		1.02 s|5	1.02E0|5E-2	?-	100			9931|10#	-7455|6#	-7650|430#	3062|10#	4359|6#	12028|13#	8393.27|4#	105928928|4#	-66203|4#	1976
41		65			?- n	4.5|3												
107|	Nb		300 ms|9	3E-1|9E-3	?-	100			8828|12#	-7691|14#	-9340|1120#	4339|12#	5592|9#	12460|430#	8367.09|7#	106931590|9#	-63724|8#	1992
41		66																
108|	Nb		198 ms|6	1.98E-1|6E-3	?-	100			11210|12#	-7910|400	-8190|400#	4934|12#	3893|11#	12460|1120#	8325.66|8#	107936075|9#	-59546|8#	1994
41		67			?- n	6.3|5												
					?- 2n	?												
109|	Nb		0.19 s|3	1.9E-1|3E-2	?-	100			9980|260#	-7840|1360#	-10500|570#	5990|260#	5220|260#	12620|480	8297.1|24#	108939140|280#	-56690|260#	1994
41		68			?- n	31|5												
110|	Nb		82 ms|4	8.2E-2|4E-3	?-	100			12230|840#	-8680|980	-9420|1030#	6280|840#	3690|880#	13410|980	8255|8#	109943840|900#	-52310|840#	1994
41		69			?- n	40|8												
111|	Nb		54 ms|2	5.4E-2|2E-3	?-	100			11060|300	-8940|580	-11310|760	7600|300	4640|890	13280|670	8223|3	110947530|320	-48870|300	1997
41		70			?- 2n	?												
					?- n	?												
112|	Nb		33 ms|+9-6	3.3E-2|8E-3	?-	100			13190|360	-9400|670	-10460|760	7590|300	3470|420	14000|760	8180|3	111952470|320	-44270|300	1997
41		71																
113|	Nb		32 ms|4	3.2E-2|4E-3	?-	100			11980|500	-9730|810		8880|450	4310|500	13990|810	8146|4	112956510|430	-40510|400	1997
41		72			?- 2n	?												
					?- n	?												
114|	NB		17 ms|5	1.7E-2|5E-3	?-	100			14420|580			9030|590	2950|640		8100|4	113962010|540	-35390|500	2010
41		73			?- 2n	?												
					?- n	?												
115|	Nb		23 ms|8	2.3E-2|8E-3	?-	100			13390|640			10380|580	4040|710		8065|4	114966340|540	-31350|500	2010
41		74			?- 2n	?												
					?- n	?												
81|	Mo		> 450 ns	4.5E-7|5E15	ec p	?				-2130|640#	14610|640			620|640#	8058|6#	80965910|540#	-31750|500#	
42		39			ec ?+	?												
82|	Mo		> 437 ns	4.37E-7|5E15	ec p	?				-1940|560#	11720|500		16690|640#	1300|560#	8163|5#	81956660|430#	-40370|400#	
42		40			ec ?+	?												
83|	Mo		6 ms|+30-3	6E-3|1.7E-2	ec ?+	100			-15020|640#	-1990|500#	11220|430#		14040|570#	1540|500#	8234|5#	82950250|430#	-46340|400#	1999
42		41																
84|	Mo		2.3 s|3	2.3E0|3E-1	ec ?+	100			-16470|500#	-2230|420#	7050|300#	-30920|580#	15900|500#	3900|330#	8325|4#	83941850|320#	-54170|300#	1991
42		42			ec p	?												
85|	Mo		3.2 s|2	3.2E0|2E-1	ec ?+	100			-11660|400#	-2470|100	8770|16#	-27880|400#	11410|300#	3580|21	8361.33|19	84938261|17	-57510|16	1992
42		43			ec p	? 0.14|2												
86|	Mo		19.1 s|3	1.91E1|3E-1	ec ?+	100			-12540|300#	-2904|12	5024|7#	-26330|400#	14672|16	5120|6	8434.71|4	85931175|4	-64110|4	1991
42		44																
87|	Mo		14.1 s|3	1.41E1|3E-1	ec ?+	100			-9195|5	-3398|7	6990|7	-23390|300#	10846|5	5040|6	8462.42|3	86928196|3	-66884.8|29	1977
42		45			?+ p	15|8												
88|	Mo		8.0 min|2	4.8E2|1.2E1	ec ?+	100			-11010|150	-3690|7	3490|60	-23068|6	13873|5	6101|8	8523.91|4	87921968|4	-72687|4	1971
42		46																
89|	Mo		2.11 min|10	1.27E2|6E0	ec ?+	100			-7620|5	-4265|8	5610|24	-21400|150	10400|5	6130|60	8544.98|4	88919468|4	-75015|4	1980
42		47																
90|	Mo		5.56 h|9	2E4|3.24E2	ec ?+	100			-9448|4	-4628|5	2489|5	-20849|5	13229|5	6836|24	8597.03|4	89913931|4	-80173|3	1953
42		48																
91|	Mo		15.49 min|1	9.29E2|6E-1	ec ?+	100	-0.932 3		-6222|7	-5287|7	4429|7	-19555|6	10108|7	6836|7	8613.63|7	90911745|7	-82209|6	1948
42		49																
92|	Mo		STABLE|						-7883|3	-5605|5	-355.3|18	-18893.2|24	12671|6	7459.5|29	8657.730|2	91906807.15|17	-86808.58|16	1930
42		50	14.53 %|30															
93|	Mo		4.0 x 103|y|8	1.26E11|2.52E10	ec	100			-3201.0|10	-4356|3	405.8|15	-15953|3	8069.81|9	7642.7|18	8651.409|2	92906808.77|19	-86807.07|18	1946
42		51																
94|	Mo		STABLE|						-4256|4	-2066.45|18	-2045.0|15	-12879.3|10	9678.31|23	8490.2|15	8662.333|2	93905083.59|15	-88414.06|14	1930
42		52	9.15 %|9															
95|	Mo		STABLE|				-0.9142 1	-0.022 1	-1691|5	-2241.21|16	-925.6|5	-11625|4	7369.11|9	8631.8|15	8648.720|1	94905837.44|13	-87711.86|12	1930
42		53	15.84 %|11															
96|	Mo		STABLE|						-2973|5	-2760.76|16	-3192.06|19	-10845|5	9154.33|5	9297.6|5	8653.987|1	95904674.77|13	-88794.88|12	1930
42		54	16.67 %|15															
97|	Mo		STABLE|				-0.9335 1	+0.255 13	-320|4	-2847.6|5	-1939|4	-9794|5	6821.13|16	9230.85|19	8635.092|2	96906016.90|18	-87544.69|16	1930
42		55	9.60 %|14															
98|	Mo		STABLE|						-1684|3	-3271.57|24	-4591|5	-8963|4	8642.60|6	9799|4	8635.168|2	97905403.61|19	-88115.97|17	1930
42		56	24.39 %|37															
99|	Mo		65.976 h|24	2.38E5|8.64E1	?-	100	+0.375 3		1357.8|9	-2735.1|9	-3635|12	-7609|3	5925.44|15	9734|5	8607.797|2	98907707.30|24	-85970.10|23	1948
42		57																
100|	Mo		7.3 x 1018|y|4	2.3E26|1.26E25	2?-	100			-172.1|14#	-3179.1|3#	-6396|8#	-6936.5|9#	8294.2|4#	11147|12#	8604.662|3#	99907468.0|3#	-86193.0|3#	1930
42		58	9.82 %|31		2?-	100												
101|	Mo		14.61 min|3	8.77E2|1.8E0	?-	100			2825|24#	-3002.2|5#	-4628|4#	-5570.3|14#	5398.24|7#	11012|8#	8572.915|3#	100910337.6|3#	-83519.9|3#	1941
42		59																
102|	Mo		11.3 min|2	6.78E2|1.2E1	?-	100			1007|12#	-4704|12#	-7262|9#	-5293|25#	8117|8#	11964|9#	8568.45|8#	101910288|9#	-83566|8#	1954
42		60																
103|	Mo		67.5 s|15	6.75E1|1.5E0	?-	100			3643|13#	-5765|14#	-5932|10#	-4459|13#	5466|12#	11945|10#	8538.33|9#	102913085|10#	-80961|9#	1963
42		61																
104|	Mo		60 s|2	6E1|2E0	?-	100			2153|24#	-6397|12#	-8531|9#	-3817|13#	7461|13#	12610|10#	8527.96|9#	103913741|10#	-80350|9#	1962
42		62																
105|	Mo		35.6 s|16	3.56E1|1.6E0	?-	100			4950|40#	-6596|12#	-7422|10#	-2905|26#	5058|13#	12807|9#	8494.92|9#	104916975|10#	-77337|9#	1962
42		63																
106|	Mo		8.73 s|12	8.73E0|1.2E-1	?-	100			3642|15#	-6972|13#	-9931|10#	-1920|40#	6869|13#	13508|10#	8479.58|9#	105918266|10#	-76135|9#	1969
42		64																
107|	Mo		3.5 s|5	3.5E0|5E-1	?-	100			6198|13#	-7161|13#	-8828|12#	-847|15#	4488|13#	13637|10#	8442.28|9#	106922113|10#	-72552|9#	1972
42		65																
108|	Mo		1.09 s|2	1.09E0|2E-2	?-	100			5167|13#	-7457|13#	-11210|12#	-77|13#	6276|13#	14321|12#	8422.22|8#	107924040|10#	-70756|9#	1972
42		66																
109|	Mo		0.53 s|6	5.3E-1|6E-2	?-	100			7617|15#	-7626|16#	-9980|260#	1185|14#	3981|14#	14409|14#	8381.48|10#	108928431|12#	-66666|11#	1992
42		67																
110|	Mo		0.296 s|17	2.96E-1|1.7E-2	?-	100			6492|26#	-8420|430#	-12230|840#	1669|26#	5948|27#	15140|260#	8359.35|22#	109930711|26#	-64543|24#	1992
42		68			?- n	2.0|7												
111|	Mo		186 ms|9	1.86E-1|9E-3	?-	100			9085|7#	-7980|1120#	-11060|300#	3023|15#	3468|27#	14920|840#	8315.29|11#	110935652|14#	-59940|13#	1994
42		69			?- n	< 12												
112|	Mo		120 ms|+13-11	1.2E-1|1.2E-2	?-	100			7790|200	-8540|450	-13190|360	3490|200	5590|200	15880|360	8291|2	111938310|210	-57460|200	1994
42		70																
113|	Mo		80 ms|2	8E-2|2E-3	?-	100			10320|300	-8720|590	-11980|500	4700|300	3100|360	15500|420	8245|3	112943650|320	-52490|300	1994
42		71			?- n	?												
114|	Mo		58 ms|2	5.8E-2|2E-3	?-	100			8790|530	-9350|670	-14420|580	4930|300	5390|420	16580|500	8220|3	113946530|320	-49810|300	1997
42		72			?- n	?												
115|	Mo		45.5 ms|20	4.55E-2|2E-3	?-	100			11570|880	-9610|810	-13390|640	5780|590	3010|500	16650|640	8175|3	114951960|430	-44750|400	2010
42		73			?- 2n	?												
					?- n	?												
116|	MO		32 ms|4	3.2E-2|4E-3	?- 2n	?			9960|580	-10110|860		6750|930	4820|640	17430|710	8146|4	115955450|540	-41500|500	2010
42		74			?- n	?												
					?-	?												
117|	MO		22 ms|5	2.2E-2|5E-3	?- 2n	?			12210|640			7210|580	2740|710		8100|4	116961170|540	-36170|500	2010
42		75			?- n	?												
					?-	?												
118|	Mo		19 ms|+7-4	1.9E-2|6E-3	?-	100			11160|640			7680|640	4530|710		8069|4	117964970|540	-32630|500	
42		76			?- 2n	?												
					?- n	?												
85|	Tc		< 100 ns	1E-7	p	?			-14900|640#	-1910|560#	11660|400#		16220|560#	-1030|500#	8215|5#	84950780|430#	-45850|400#	
43		42																
86|	Tc		55 ms|7	5.5E-2|7E-3	ec ?+	100			-11800|500#	-1900|420#	12540|300#	-28690|580#	13790|500#	1350|300#	8280|3#	85944640|320#	-51570|300#	1992
43		43			ec p	?												
87|	Tc		2.2 s|2	2.2E0|2E-1	ec ?+	100			-12170|400#	-2560|150	9195|5#	-25990|400#	14190|300#	869|6	8347.74|5	86938067|4	-57690|4	1991
43		44																
88m1	Tc		6.4 s|8	6.4E0|8E-1	ec ?+	100			-7340|330#	-2890|150	11010|150#	-24230|430#	12060|150	2090|150	8390.0|17	87933780|160	-61680|150	1991
43		45			ec p	?												
89|	Tc		12.8 s|9	1.28E1|9E-1	ec ?+	100			-9130|300#	-3540|6	7620|5#	-21130|300#	13780|150	1997|5	8450.57|4	88927649|4	-67395|4	1991
43		46																
90|	Tc								-5841|4	-4016|6	9448|4	-20540|300#	11401|4	2999|4	8483.359|11	89924073.9|11	-70724.7|10	1974
43		47																
91|	Tc		3.14 min|2	1.88E2|1.2E0	ec ?+	100			-7747|3	-4537|7	6222|7	-19174|4	13333.3|26	3103|4	8536.655|26	90918425.0|25	-75986.6|24	1974
43		48																
92|	Tc		4.25 min|15	2.55E2|9E0	ec ?+	100			-4624|4	-5180|60	7883|3	-18757|4	11010|4	4006|7	8563.54|3	91915270|3	-78926|3	1964
43		49																
93|	Tc		2.75 h|5	9.9E3|1.8E2	ec ?+	100	6.32 6		-6389.4|23	-5406|24	3201.0|10	-17376.2|29	12752|3	4086.5|10	8608.577|11	92910245.1|11	-83606.1|10	1948
43		50																
94|	Tc		293 min|1	1.76E4|6E1	ec ?+	100	5.08 8		-1575|5	-3922|5	4256|4	-15013|5	8624|4	4640|4	8608.74|4	93909652|4	-84158|4	1948
43		51																
95|	Tc		20.0 h|1	7.2E4|3.6E2	ec ?+	100	5.94 6		-2564|11	-1808|6	1691|5	-11509|6	9934|7	4896|5	8622.69|5	94907652|5	-86021|5	1947
43		52																
96|	Tc		4.28 d|7	3.7E5|6.05E3	ec ?+	100	+5.04 8		259|5	-1793|5	2973|5	-10435|11	7872|7	5399|5	8614.87|5	95907867|6	-85822|5	1947
43		53																
97|	Tc		4.21 x 106|y|16	1.33E14|5.05E12	ec	100			-1104|5	-2436|4	320|4	-9215|4	9474|7	5719|4	8623.72|4	96906361|4	-87224|4	1946
43		54																
98|	Tc		4.2 x 106|y|3	1.33E14|9.47E12	?-	100			1793|7	-2488|4	1684|3	-8383|4	7279|5	6176|3	8610.00|3	97907211|4	-86432|3	1955
43		55																
99|	Tc		2.111 x 105|y|12	6.66E12|3.79E10	?-	100	+5.6847 4	-0.129 6	297.5|9	-2966.5|10	-1357.8|9	-7174|7	8967|3	6500.9|9	8613.610|9	98906249.7|10	-87327.9|9	1938
43		56																
100|	Tc		15.46 s|19	1.55E1|1.9E-1	?-	99.9982|9			3206.4|14#	-2843.0|13#	172.1|14#	-6466.9|14#	6764.4|10#	7339.8|13#	8595.118|14#	99907652.7|14#	-86020.9|14#	1952
43		57			ec	0.0018|9												
101|	Tc		14.22 min|1	8.53E2|6E-1	?-	100			1614|24#	-3164|24#	-2825|24#	-5189|24#	8395|24#	7441|24#	8593.14|24#	100907305|26#	-86345|24#	1941
43		58																
