7,17,N,,,0,0,,LT,52,,NS,0.000000052,0,N,,0,,,,,,,,,,,,28438,433,24245,419,-23937,895,,,-2146,581,24522,1074,5887,17,24050390,430,46938,401,
8,4,O,,,0,0,0+,,0.40,25,MEV,1.1393e-21,7.12031e-22,P,,0,,,,,,,= 2,,,,,,,,,-5574.57,30,14576.545,24,,,-322.08,52,4890.202,2000,12034261.747,25765,31914.613,24000,
8,5,O,,,0,0,(3/2-),,8.58,5,MS,0.00858,0.00005,B+P,100,0,EC+B+,100,0,,,,= 3/2,,,,,,,,,-8220.46,10,17769.951,10,16870.50,26,1511.61,10,5811.763,733,13024815.437,10226,23115.432,9526,
8,6,O,,,0,0,0+,,70.606,18,S,70.606,0.018,EC+B+,100,0,,,,,,,= 1,,,,,-23956.622,41119,,,-10115.81,7,5144.364,25,23178.97,10,4626.67,27,7052.278,2,14008596.706,27,8007.781,25,
8,7,O,,,0,0,1/2-,,122.24,16,S,122.24,0.16,EC+B+,100,0,,,,,,,= 1/2,0.7189,,,,-13711.146,14009,-37180.11,41,-10218.71,49,2754.166,491,13223.49,49,7296.78,49,7463.692,33,15003065.618,526,2855.605,491,
8,8,O,2.6991,52,0,0,0+,,STABLE,,,,,,,,,,,,,,= 0,,,,,-15417.254,8321,-29375.07,14,-7161.92,0,-10420.908,2301,15663.92,49,12127.41,0,7976.206,0,15994914.6196,17,-4737.00135,16,
8,9,O,2.6932,75,0,0,5/2+,,STABLE,,,,,,,,,,,,,,= 1/2,-1.89379,,,,-2760.465,248,-19560.33,8,-6358.69,0,-8678.842,15,4143.08,0,13781.64,229,7750.728,0,16999131.75664,70,-808.76348,66,
8,10,O,2.7726,56,0,0,0+,,STABLE,,,,,,,,,,,,,,= 1,,,,,-1655.929,463,-10805.83,25,-6227.62,0,-13895.984,19,8045.37,0,15941.86,15,7767.097,0,17999159.61284,76,-782.81560,71,
8,11,O,,,0,0,5/2+,,26.88,5,S,26.88,0.05,B-,100,0,,,,,,,= 3/2,,,,,4820.302,2637,-5611.57,268,-8965.2,276,-12523.424,17,3955.64,264,17069.28,19,7566.495,139,19003577.97,2830,3332.858,2637,
8,12,O,,,0,0,0+,,13.51,5,S,13.51,0.05,B-,100,0,,,,,,,= 2,,,,,3813.635,885,-2787.70,88,-12322.88,4,-17970.324,79,7608.00,278,19349.08,16,7568.57,44,20004075.358,950,3796.172,885,
8,13,O,,,0,0,(5/2+),,3.42,10,S,3.42,0.1,B-,100,0,,,,,,,,,,,,8109.64,12134,8.18,12,-15394.78,21,-17169.878,135,3805.45,12,20993.43,80,7389.374,571,21008654.95,12882,8062.035,12000,
8,14,O,,,0,0,0+,,2.25,9,S,2.25,0.09,B-,100,0,B-N,22,0,,,,,,,,,6489.66,58256,1259.32,57,-18061.15,64,-22481.768,215,6850.32,58,23237.85,146,7364.871,2587,22009965.746,61107,9283.033,56921,
8,15,O,,,0,0,1/2+,,82,+45-28,MS,0.082,0.037,B-,100,0,B-N,31,7,,,,,,,,,11336.106,126190,3756.68,122,-20217.3,157,-22099.056,438,2732.98,134,24432.40,241,7163.485,5292,23015696.686,130663,14621.369,121712,
8,16,O,,,0,0,0+,,65,5,MS,0.065,0.005,B-,100,0,B-N,58,12,,,,,,,,,10955.887,191633,7143.82,168,-21428.08,284,-28437.598,434,4192.28,205,25508.99,452,7039.685,6870,24019861,177000,18500.402,164874,
8,18,O,,,0,0,0+,,4.5,+32-34,PS,0.0000000000045,0.0000000000033,2N,100,,,,,,,,,,,,,16012.161,198932,15255.55,191,-21375.08,284,,,739.31,10,28611,529,6497.478,6344,26037210.155,177081,34661.037,164950,
9,5,F,,,0,0,2-,,910,100,KEV,5e-22,1e-22,,,,,,,,,,,,,,,,,,,-9260.54,402,23956.621,41,,,-1560.00,40,5285.208,2937,14034315.199,44142,31964.402,41119,
9,6,F,,,0,0,(1/2+),,1.0,2,MEV,4.557e-22,9.114e-23,P,100,0,,,,,,,= 3/2,,,,,-23648.622,68138,,,-10161.72,48,13711.146,14,23468.97,43,-1270.00,14,6497.459,933,15017785.139,15029,16566.751,14000,
9,7,F,,,0,0,0-,,40,20,KEV,1.14e-20,5.7e-21,P,100,0,,,,,,,= 1,,,,,-13306.523,22106,-37606.44,67,-9082.73,8,15417.254,8,13957.82,16,-535.68,8,6963.731,520,16011465.723,8932,10680.253,8321,
9,8,F,,,0,0,5/2+,,64.49,16,S,64.49,0.16,EC+B+,100,0,,,,,,,= 1/2,4.7223,,,,-14548.746,432,-30106.39,20,-5818.69,37,2760.465,248,16799.87,8,600.27,25,7542.328,15,17002095.238,266,1951.702,248,
9,9,F,,,0,0,1+,,109.77,5,M,6586.2,3,EC+B+,100,0,,,,,,,= 0,,,,,-4444.501,589,-23698.65,57,-4415.22,46,1655.929,463,9149.91,53,5607.09,46,7631.638,26,18000937.325,497,873.113,463,
9,10,F,2.8976,25,0,0,1/2+,,STABLE,,,,,,,,,,,,,,= 1/2,,,,,-3239.494,160,-14876.38,36,-4013.8,0,-4820.302,2637,10431.87,46,7993.60,0,7779.018,0,18998403.16288,93,-1487.44420,86,
9,11,F,,,0,0,2+,,11.07,6,S,11.07,0.06,B-,100,0,,,,,,,= 1,2.0935,,-0.042,,7024.467,30,-9840.83,16,-8126.29,229,-3813.635,886,6601.34,3,10639.29,264,7720.134,2,19999981.252,31,-17.463,30,
9,12,F,,,0,0,5/2+,,4.158,20,S,4.158,0.02,B-,100,0,,,,,,,,3.93,,0.11,,5684.171,1800,-1076.99,180,-10342.6,15,-8109.64,12,8101.46,180,11132.75,200,7738.293,86,20999948.894,1932,-47.605,1800,
9,13,F,,,0,0,(4+),,4.23,4,S,4.23,0.04,B-,100,0,B-N,11,0,,,,,2.6944,,0.003,,10818.092,12399,453.83,12,-12744.71,22,-6489.66,58,5230.34,13,12557.63,17,7624.295,564,22002998.809,13310,2793.373,12399,
9,14,F,,,0,0,5/2+,,2.23,14,S,2.23,0.14,B-,100,0,,,,,,,,,,,,8439.312,33321,3238.66,33,-14995.93,37,-11336.106,126,7579.43,36,13286.74,66,7622.344,1449,23003526.874,35770,3285.263,33320,
9,15,F,,,0,0,(3+),,390,70,MS,0.39,0.07,B-,100,0,B-N,5.9,0,,,,,,,,,13496.161,97672,4627.25,98,-16646.9,126,-10955.887,192,3812.06,103,14365.82,156,7463.582,4070,24008099.37,104853,7544.515,97670,
